sentence	label
虹桥机场开Shake shack国内机场首店，“坚强堡”见证客流恢复六成	正面
葛洲坝集团上半年新签合同额1464亿 完成年计划56.34%	正面
华能水电：2019年度发电量创历史新高	正面
贵州长征天成控股股份有限公司关于公司股票被实行其他风险警示的相关事项进展情况公告	负面
校企合作新典范，三一重工与湘潭大学将开设首期“国际班”	中性
【天风地产|周观点】销售持续回暖、去化周期下降，土地端供需两旺、房企战略补库存意愿充足	正面
基金积极加仓可转债 大金融板块最受青睐	正面
北向资金单日净流出63.38亿！加仓这些板块	正面
历史的一刻	中性
中石化石油机械股份有限公司第七届监事会第十一次会议决议公告	中性
不是牛市遍地牛股：157家公司创历史新高 医药股最疯狂	正面
三一重工(600031.SH)：控股股东拟发行可交换公司债募资不超80亿元	中性
安徽黄山风景区“五一”假期限流 未预约不得进入景区	中性
晚间公告|上汽集团:上半年销量同比下降30.24%	负面
【安信环保公用邵琳琳团队】周报 0628：江苏拟推行生活垃圾收费制度，固废产业链有望持续受益	正面
“聚焦5G 融合CTIT” 北京联通5G智能运营平台助力5G业务新发展	中性
通讯：上海电力马耳他公司“逆增长”背后的战疫	中性
宇通汽车表示贵州坠湖事故车辆“没有在去年召回范围内”	中性
中国医药：自两票制推行以来 公司医药商业板块信用期较长的纯销业务增加 相应的应收账款金额有所增长	中性
宇通客车(600066)：疫情影响减弱 5月降幅收窄	负面
日照港裕廊飙升34% 获划入山东省港口集团	正面
布局核心成长，逆周期投资价值凸显	中性
中国北方稀土（集团）高科技股份有限公司关于控股股东所持公司部分股份解除质押及再质押的公告	中性
【麒麟研报】房地产领涨 券商:需关注企业拿地信号	正面
安信证券--安信证券全市场科技产业策略报告第七十二期：金山办公打头阵 科创板云计算产业链公司再梳理	中性
建信资本、浦银安盛资产、南方资本等基金子公司Q2月均规模缩水	中性
华能国际德州电厂资产处置项目挂牌北交所	中性
浙江广厦：股东所持37.43%公司股份被冻结	负面
最后时刻兑现增持 九鼎集团艰难自救	中性
宇通客车：保护投资者权益添活力 践行新证券法促发展	中性
沪东中华逆势拿下3艘大船订单	正面
这只军工股6连板、7月来暴涨200% 交易所为何发关注函？	正面
巨无霸来了！5G建设迎超重量级选手，“全国一网”加快推进，多家A股公司参与组建（名单）	正面
山钢集团创新驱动发展纪实-新华网山东频道	中性
河南联通业绩受表扬 经验之一是打造五个领先的全触点运营体系	正面
中国国贸(600007.SH)一季度净利降16.78%至2.04亿元	负面
上海机场(600009)：中韩破冰 恰逢其时	中性
华能澜沧江水电股份有限公司	中性
中银基金管理有限公司关于以通讯方式召开中银稳健添利债券型发起式证券投资基金基金份额持有人大会的第二次提示性公告	中性
晚间公告|新希望:量价齐升 3月份生猪销售收入同比增长2倍	正面
东贝B引发涨停潮 哪些B股有望转A？	中性
一言不合就跳水，券商板块是否到了撤退之时？	中性
8月4日午间重要公告集锦	中性
【国信社服|年报点评】黄山旅游：短跟疫情恢复节奏，中看资源整合与转型升级	正面
葛洲坝盘中快速上涨	正面
东风汽车能撑起高端电动汽车品牌吗？ 应景之作“岚图”烧钱几何？	负面
"""双区""赋能：华侨城""3×4创新矩阵""引擎未来"	中性
华润医药(03320.HK)：华润双鹤2019年度营收升14.05%至93.81亿元	正面
上海机场5月旅客吞吐量同比下降近八成	负面
中国石化放开熔喷布销售	正面
日照港(SH600017)：聘任韦学勤为董事会秘书	中性
本周国内主要港口进口焦煤总库存创8周新高	正面
"万丰奥威""非标""年报遭11问 安永华明曾指内控5大缺陷"	负面
手机银行Q2运营报告：活跃用户突破3亿 交易额环比上升至87.39万亿	正面
中国石化熔喷布面向客户直销	中性
券商Q2私募资管月均规模排名出炉 中信证券1.15万亿居首	正面
港股东风集团股份大涨超22% 公司拟在深交所创业板上市	正面
古越龙山对战投方提新要求，3年内增收不低于3.5亿！	中性
宏力达过会：今年科创板过会第92家 华泰联合过12单	正面
北京首创股份有限公司关于2020年度第一期超短期融资券发行结果公告	中性
疫情大考后 民航业开启“自救”行动	中性
证监会：北新路桥、宁波联合发行股份购买资产事项将于4月22日上会	中性
[路演]中原高速：取消省界收费站不影响公司通行费收入	中性
中国银保监会关于华夏银行罗乾宜任职资格的批复	中性
上海电力：一季度净利润1.41亿元 同比下降48.45%	负面
强者愈强，海信连续4年入选BrandZ中国全球化品牌10强	正面
中石化所属企业18天采购1.6亿元湖北货	中性
【异动股】券商信托板块拉升，财通证券(601108-CN)涨停	正面
歌华有线6月16日延续上一交易日强势继续封涨停	正面
11家豫企进入《财富》中国500强 仅宇通与瑞茂通涉新兴产业	中性
华熙生物正面临“价格战危机” 董事长呼吁不要“恶性竞争”	负面
【公告速递】神开股份获举牌；掌趣科技拟大额回购	正面
单个5G基站年度电费超2万，5G建设成本压力大，运营商怎么办？	负面
皖通高速：2018年度实现净利润11.23亿元，同比增长2.	正面
浙江广厦：已回购882.85万股公司股份 耗资逾3300万元	中性
证券代码：002590 证券简称：万安科技 公告编号：2020-057浙江万安科技股份有限公司关于理财产品到期赎回的公告_新浪财经_新浪网	中性
空调救你命也让你生病 新风技术能改变这一切？	中性
A股明日风口：发改委印发通知推进公共停车场建设	中性
A股异动丨古越龙山(600059.SH)放量涨停 引战投启动混改	正面
长城证券将迎新任董事长！距离上次换帅仅1年多，新掌舵人暂以书记任职，将有何变革？或周六揭晓	中性
微芯生物董事长鲁先平：创新药拓荒 19年虽千万人吾往矣	中性
旅游上市公司Q1业绩集体告急 疫情压力下何去何从？	负面
川财证券--材料行业日报：H1业绩预告陆续发布 普钢盈利整体下滑	负面
证券代码：000632 证券简称：三木集团 公告编号：2020-61福建三木集团股份有限公司关于对外提供担保的公告_新浪财经_新浪网	中性
B股公司自救路在何方	中性
皖维高新(600063)：盈利能力显著增强 取得上市以来最好业绩	正面
国投资本可转债发行已获核准，包销金额为5905.4万元	正面
搭上“全国一网”的车，歌华有线股价复牌涨停！	正面
【异动股】多元金融板块下挫，绿庭投资(600695-CN)跌6.37%	负面
白酒、黄酒股走强，古越龙山拉升涨停	中性
海南离岛免税新政首周火热 热销商品一度缺货 港口免税业务蓄势待发	正面
7月主汛期，城市排水仍面临疾风骤雨考验	中性
保利地产(600048.SH)7月签约金额按年增近八成	正面
北京万东医疗科技股份有限公司股东集中竞价减持股份计划的公告	中性
安徽皖通中期少赚1.4%不派息	负面
2020上半年上市企业并购重组被否情况分析	中性
万科养猪“实锤”、李嘉诚英国投资血亏、富士康重金招人产iphone	负面
滞涨的公募重仓股有没有机会？有机构已加仓	负面
港股异动 | 国际油价下跌 石油股疲弱 中石化、中海油均跌近2%	负面
国投资本：79.44亿元增资安信证券	正面
(上互动)皖通高速：拟每10股派现金股息人民币2.5元	正面
证券代码：600066 股票简称：宇通客车 编号：临2020-030郑州宇通客车股份有限公司 2020年7月份产销数据快报	中性
【公司荣誉】中国医药健康产业大会，合瑞阳光荣获CRO行业20强，位列第五	正面
中国国贸：一季度归属股东净利润2.04亿元 同比减少16.78%	负面
智能电视开机广告侵犯消费者权益 整治还需乘胜追击	中性
【天风地产|周观点】一城一策加码、看好中长期都市圈化发展、持续推荐优质、低估值房企	正面
广东威华股份有限公司关于深圳证券交易所2019年年报问询函的回复公告	中性
附表：网下投资者初步配售明细表	中性
楚天高速：为控股子公司湖北楚天鄂东高速公路有限公司提供共同担保	中性
冠城大通融资17.3亿 7月一周房企融资规模近300亿	正面
三一重工(600031.SH)控股股东拟发不逾80亿人币可交换公司债	中性
融创服务分拆上市，谈谈招股书的读后感	中性
六大资金维度重磅揭秘 A股4月稳了？	中性
华夏银行10亿元市场化债转股项目落地 “商行+投行”模式支持实体经济	中性
6月17日十大利好公告：东方精工拟斥资5亿至10亿元回购股份	正面
早间公告|蓝思科技预计上半年净利润同比大幅扭亏	正面
快讯：远洋运输板块大涨2.81% 中远海能涨幅居首	正面
国投资本：全资子公司安信证券7月份净利润5.3亿元	正面
深成指涨逾1% 美好置业涨3.66%	正面
古越龙山副总傅武翔辞职 董事会秘书吴晓钧代行总会计师	中性
早间公告|爱司凯:拟获金云科技借壳 主营业务变更为第三方IDC服务商	中性
日照港股份有限公司关于召开2019年度网上业绩说明会的公告	中性
历时一年半！南京建工26亿风险项目终“解套” 这家信托的关键招数是…	中性
中国联通与中国石化成为北京冬奥会合作伙伴俱乐部轮值主席单位	中性
浙能电力关于董事辞职的公告	中性
浙能电力(600023)低估值高分红，地区火电龙头现业绩拐点	正面
私募市场动向：私募7月信心大幅回升 知名百亿私募赚嗨！	正面
5月14日上市公司重要公告集锦：华懋科技控股股东拟变更为华为投资	中性
"揭秘！""随心飞""真能""随心""吗？"	中性
